學年度,縣市別,學校名稱,運動種類,男性名額,女性名額,不分性別名額
108,高雄市,高雄市立中正高級工業職業學校,柔道,0,0,10
108,高雄市,高雄市立中正高級工業職業學校,壘球,0,10,0
108,高雄市,高雄市立中正高級工業職業學校,足球,10,0,0
108,高雄市,高雄市立仁武高級中學,羽球,0,0,8
108,高雄市,高雄市立仁武高級中學,滑輪溜冰,0,0,2
108,高雄市,高雄市立仁武高級中學,手球,10,0,0
108,高雄市,高雄市立路竹高級中學,足球,10,0,0
108,高雄市,高雄市立路竹高級中學,拳擊,0,0,8
108,高雄市,高雄市立路竹高級中學,巧固球,0,0,9
108,高雄市,高雄市立路竹高級中學,曲棍球,0,0,8
108,高雄市,高雄市立路竹高級中學,舉重,0,0,6
108,高雄市,高雄市立福誠高級中學,游泳,0,0,10
108,高雄市,高雄市立福誠高級中學,桌球,10,0,0
108,高雄市,高雄市立福誠高級中學,柔道,0,0,10
108,高雄市,高雄市立福誠高級中學,排球,10,0,0
108,屏東縣,屏東縣立大同高級中學,游泳,0,0,5
108,屏東縣,屏東縣立大同高級中學,體操,0,1,0
108,屏東縣,屏東縣立大同高級中學,網球,0,0,8
108,屏東縣,屏東縣立大同高級中學,跆拳道,0,0,7
108,屏東縣,屏東縣立大同高級中學,柔道,0,0,6
108,屏東縣,屏東縣立大同高級中學,棒球,4,0,0
108,屏東縣,屏東縣立大同高級中學,舉重,0,3,0
108,屏東縣,屏東縣立大同高級中學,田徑,0,0,6
108,屏東縣,屏東縣立枋寮高級中學,羽球,6,0,0
108,屏東縣,屏東縣立枋寮高級中學,柔道,0,0,12
108,屏東縣,屏東縣立枋寮高級中學,排球,0,0,14
108,屏東縣,屏東縣立枋寮高級中學,舉重,0,0,5
108,屏東縣,屏東縣立東港高級中學,田徑,0,0,15
108,屏東縣,屏東縣立東港高級中學,游泳,0,0,5
108,屏東縣,屏東縣立東港高級中學,桌球,0,0,5
108,屏東縣,屏東縣立東港高級中學,羽球,0,0,8
108,屏東縣,屏東縣立東港高級中學,足球,0,0,7
108,屏東縣,屏東縣立來義高級中學,田徑,0,0,8
108,屏東縣,屏東縣立來義高級中學,舉重,0,0,3
108,屏東縣,屏東縣立來義高級中學,足球,0,0,10
108,屏東縣,屏東縣立來義高級中學,拳擊,0,0,10
108,基隆市,基隆市立中山高級中學,田徑,10,4,0
108,基隆市,基隆市立中山高級中學,跆拳道,6,4,0
108,基隆市,基隆市立中山高級中學,射箭,3,3,0
108,基隆市,基隆市立安樂高級中學,柔道,0,0,6
108,基隆市,基隆市立安樂高級中學,排球,0,8,0
108,基隆市,基隆市立安樂高級中學,籃球,8,8,0
108,基隆市,基隆市立八斗高級中學,跆拳道,0,0,7
108,基隆市,基隆市立八斗高級中學,橄欖球,13,0,0
108,基隆市,基隆市立八斗高級中學,排球,0,10,0
108,新竹市,新竹市立成德高級中學,田徑,0,0,24
108,新竹市,新竹市立成德高級中學,棒球,20,0,0
108,新竹市,新竹市立成德高級中學,籃球,10,0,0
108,新竹市,新竹市立成德高級中學,拳擊,0,0,6
108,新竹市,新竹市立香山高級中學,桌球,7,7,0
108,新竹市,新竹市立香山高級中學,射箭,0,0,3
108,新竹市,新竹市立香山高級中學,橄欖球,17,0,0
108,新竹市,新竹市立香山高級中學,手球,11,0,0
108,臺中市,臺中市立忠明高級中學,軟式網球,0,6,0
108,臺中市,臺中市立忠明高級中學,田徑,0,0,5
108,臺中市,臺中市立忠明高級中學,桌球,0,0,6
108,臺中市,臺中市立忠明高級中學,高爾夫球,0,0,4
108,臺中市,臺中市立忠明高級中學,籃球,0,10,0
108,臺中市,臺中市立忠明高級中學,武術,0,0,7
108,臺中市,臺中市立西苑高級中學,游泳,0,0,7
108,臺中市,臺中市立西苑高級中學,羽球,8,0,0
108,臺中市,臺中市立西苑高級中學,跆拳道,0,0,12
108,臺中市,臺中市立西苑高級中學,棒球,18,0,0
108,臺中市,臺中市立東山高級中學,游泳,0,0,10
108,臺中市,臺中市立東山高級中學,桌球,8,0,0
108,臺中市,臺中市立東山高級中學,網球,0,0,8
108,臺中市,臺中市立東山高級中學,排球,0,12,0
108,臺中市,臺中市立東山高級中學,壘球,0,10,0
108,臺中市,臺中市立東山高級中學,籃球,12,0,0
108,臺中市,臺中市立東山高級中學,劍道,0,0,6
108,臺中市,臺中市立東山高級中學,韻律體操,0,7,0
108,臺中市,臺中市立東山高級中學,競技拉拉,0,0,7
108,臺中市,臺中市立惠文高級中學,田徑,0,0,11
108,臺中市,臺中市立惠文高級中學,足球,15,9,0
108,臺中市,臺中市立惠文高級中學,拔河,0,5,0
108,臺中市,臺中市立惠文高級中學,輕艇,0,0,5
108,臺南市,臺南市立南寧高級中學,游泳,0,0,4
108,臺南市,臺南市立南寧高級中學,羽球,6,0,0
108,臺南市,臺南市立南寧高級中學,跆拳道,0,0,12
108,臺南市,臺南市立南寧高級中學,軟式網球,8,0,0
108,臺南市,臺南市立土城高級中學,射箭,0,0,8
108,臺南市,臺南市立土城高級中學,壘球,0,10,0
108,臺南市,臺南市立土城高級中學,西式划船,0,0,12
108,臺北市,臺北市立西松高級中學,游泳,0,0,7
108,臺北市,臺北市立西松高級中學,空手道,0,0,7
108,臺北市,臺北市立西松高級中學,自由車,0,0,8
108,臺北市,臺北市立西松高級中學,拳擊,0,0,8
108,臺北市,臺北市立松山高級中學,游泳,0,0,10
108,臺北市,臺北市立松山高級中學,羽球,0,0,10
108,臺北市,臺北市立松山高級中學,籃球,10,0,0
108,臺北市,臺北市立松山高級商業家事職業學校,田徑,0,0,10
108,臺北市,臺北市立松山高級商業家事職業學校,游泳,0,0,8
108,臺北市,臺北市立松山高級商業家事職業學校,桌球,11,0,0
108,臺北市,臺北市立松山高級商業家事職業學校,跆拳道,0,0,10
108,臺北市,臺北市立和平高級中學,跆拳道,0,0,7
108,臺北市,臺北市立和平高級中學,高爾夫球,0,0,4
108,高雄市,高雄市立中正高級工業職業學校,健力,0,0,2
108,高雄市,高雄市立小港高級中學,田徑,0,0,8
108,高雄市,高雄市立小港高級中學,空手道,0,0,8
108,高雄市,高雄市立小港高級中學,籃球,0,8,0
108,高雄市,高雄市立小港高級中學,拳擊,0,0,6
108,桃園市,泉僑學校財團法人桃園市漢英高級中等學校,橄欖球,0,0,15
108,桃園市,泉僑學校財團法人桃園市漢英高級中等學校,籃球,0,0,15
108,桃園市,桃園市立永豐高級中學,田徑,0,0,6
108,桃園市,桃園市立永豐高級中學,桌球,0,0,8
108,桃園市,桃園市立永豐高級中學,跆拳道,0,0,10
108,桃園市,桃園市立永豐高級中學,擊劍,0,0,12
108,桃園市,桃園市立永豐高級中學,射箭,0,0,16
108,桃園市,桃園市立永豐高級中學,圍棋,0,0,6
108,桃園市,桃園市立永豐高級中學,劍道,0,0,7
108,桃園市,桃園市立大園國際高級中學,羽球,0,0,10
108,桃園市,桃園市立大園國際高級中學,網球,0,0,3
108,桃園市,桃園市立大園國際高級中學,武術,0,0,5
108,桃園市,桃園市立大園國際高級中學,足球,12,0,0
108,新竹縣,新竹縣立湖口高級中學,田徑,0,0,10
108,新竹縣,新竹縣立湖口高級中學,跆拳道,0,0,10
108,新竹縣,新竹縣立湖口高級中學,射箭,0,0,10
108,苗栗縣,苗栗縣立苑裡高級中學,排球,0,0,20
108,苗栗縣,苗栗縣立苑裡高級中學,武術,0,0,10
108,苗栗縣,苗栗縣立苑裡高級中學,田徑,0,0,20
108,苗栗縣,苗栗縣立苑裡高級中學,柔道,0,0,10
108,苗栗縣,苗栗縣立興華高級中學,田徑,8,4,0
108,苗栗縣,苗栗縣立興華高級中學,籃球,13,0,0
108,苗栗縣,苗栗縣立興華高級中學,角力,3,2,0
108,苗栗縣,苗栗縣立大同高級中學,桌球,0,8,0
108,苗栗縣,苗栗縣立大同高級中學,羽球,8,0,0
108,苗栗縣,苗栗縣立大同高級中學,排球,10,0,0
108,苗栗縣,苗栗縣立大同高級中學,拔河,0,10,0
108,臺中市,臺中市立大甲高級中學,田徑,0,0,15
108,臺中市,臺中市立大甲高級中學,自由車,0,0,10
108,臺中市,臺中市立大甲高級中學,手球,10,0,0
108,臺中市,臺中市立豐原商業高級中等學校,保齡球,0,0,10
108,臺中市,臺中市立豐原商業高級中等學校,排球,10,0,0
108,臺中市,臺中市立豐原商業高級中等學校,角力,0,0,15
108,臺中市,臺中市立沙鹿工業高級中等學校,跆拳道,0,0,10
108,臺中市,臺中市立沙鹿工業高級中等學校,射箭,0,0,8
108,臺中市,臺中市立沙鹿工業高級中等學校,武術,0,0,11
108,臺中市,臺中市立沙鹿工業高級中等學校,拳擊,0,0,6
108,臺中市,臺中市立后綜高級中學,田徑,0,0,11
108,臺中市,臺中市立后綜高級中學,羽球,0,0,10
108,臺中市,臺中市立后綜高級中學,柔道,0,0,6
108,臺中市,臺中市立后綜高級中學,籃球,9,0,0
108,臺中市,臺中市立后綜高級中學,角力,0,0,5
108,臺中市,臺中市立后綜高級中學,競速滑冰,0,0,4
108,臺中市,臺中市立大里高級中學,田徑,0,0,10
108,臺中市,臺中市立大里高級中學,游泳,0,0,7
108,臺中市,臺中市立大里高級中學,跆拳道,0,0,15
108,臺中市,臺中市立大里高級中學,舉重,0,0,15
108,臺中市,臺中市立大里高級中學,西式划船,0,0,4
108,臺中市,臺中市立大里高級中學,手球,9,0,0
108,臺中市,臺中市立新社高級中學,田徑,0,0,6
108,臺中市,臺中市立新社高級中學,木球,0,0,3
108,臺中市,臺中市立新社高級中學,棒球,17,0,0
108,臺中市,臺中市立新社高級中學,舉重,0,0,8
108,臺中市,臺中市立新社高級中學,拔河,0,0,11
108,臺中市,臺中市立長億高級中學,田徑,0,0,18
108,臺中市,臺中市立長億高級中學,擊劍,0,0,10
108,臺中市,臺中市立長億高級中學,空手道,0,0,12
108,臺中市,臺中市立中港高級中學,射箭,0,0,6
108,臺中市,臺中市立中港高級中學,劍道,0,0,5
108,臺中市,臺中市立中港高級中學,曲棍球,0,0,8
108,臺中市,臺中市立中港高級中學,桌球,0,0,8
108,臺中市,臺中市立中港高級中學,跆拳道,0,0,18
108,臺中市,臺中市立龍津高級中等學校,木球,0,0,6
108,臺中市,臺中市立龍津高級中等學校,排球,12,0,0
108,臺中市,臺中市立龍津高級中等學校,籃球,0,10,0
108,臺中市,臺中市立龍津高級中等學校,手球,10,0,0
108,彰化縣,彰化縣立彰化藝術高級中學,田徑,0,0,10
108,彰化縣,彰化縣立彰化藝術高級中學,游泳,0,0,5
108,彰化縣,彰化縣立彰化藝術高級中學,桌球,0,0,10
108,彰化縣,彰化縣立彰化藝術高級中學,射箭,0,0,5
108,彰化縣,彰化縣立彰化藝術高級中學,棒球,18,0,0
108,彰化縣,彰化縣立彰化藝術高級中學,拳擊,0,0,6
108,彰化縣,彰化縣立彰化藝術高級中學,曲棍球,0,0,13
108,彰化縣,彰化縣立二林高級中學,田徑,0,0,10
108,彰化縣,彰化縣立二林高級中學,籃球,0,0,10
108,彰化縣,彰化縣立二林高級中學,拳擊,0,0,10
108,彰化縣,彰化縣立和美高級中學,田徑,0,0,10
108,彰化縣,彰化縣立和美高級中學,排球,0,0,10
108,臺北市,臺北市立和平高級中學,籃球,10,0,0
108,臺北市,臺北市立和平高級中學,滑輪溜冰,0,0,3
108,臺北市,臺北市立和平高級中學,足球,10,0,0
108,臺北市,臺北市立大同高級中學,體操,0,0,4
108,臺北市,臺北市立大同高級中學,羽球,0,8,0
108,臺北市,臺北市立大同高級中學,柔道,0,0,8
108,臺北市,臺北市立大同高級中學,花式滑冰,0,0,1
108,臺北市,臺北市立大同高級中學,競速滑冰,0,0,1
108,臺北市,臺北市立大同高級中學,田徑,0,0,18
108,臺北市,臺北市立建國高級中學,橄欖球,16,0,0
108,臺北市,臺北市立建國高級中學,游泳,4,0,0
108,臺北市,臺北市立建國高級中學,田徑,5,0,0
108,臺北市,臺北市立建國高級中學,網球,6,0,0
108,臺北市,臺北市立成淵高級中學,田徑,10,0,0
108,臺北市,臺北市立成淵高級中學,羽球,0,0,10
108,臺北市,臺北市立成淵高級中學,手球,10,0,0
108,臺北市,臺北市立華江高級中學,桌球,0,8,0
108,臺北市,臺北市立華江高級中學,跆拳道,0,0,10
108,臺北市,臺北市立華江高級中學,壘球,1,10,0
108,臺北市,臺北市立華江高級中學,手球,0,7,0
108,臺北市,臺北市立大理高級中學,棒球,16,0,0
108,臺北市,臺北市立大理高級中學,柔道,0,0,10
108,臺北市,臺北市立大理高級中學,角力,0,0,10
108,臺北市,臺北市立萬芳高級中學,射箭,0,0,6
108,新北市,新北市私立穀保高級家事商業職業學校,棒球,14,0,0
108,新北市,新北市私立穀保高級家事商業職業學校,高爾夫球,0,0,10
108,新北市,新北市私立穀保高級家事商業職業學校,保齡球,0,0,10
108,新北市,新北市立泰山高級中學,桌球,0,0,12
108,新北市,新北市立泰山高級中學,跆拳道,0,0,16
108,新北市,新北市立泰山高級中學,籃球,10,0,0
108,新北市,新北市立新北高級中學,田徑,0,0,10
108,新北市,新北市立新北高級中學,羽球,0,0,10
108,新北市,新北市立新北高級中學,網球,0,5,0
108,新北市,新北市立新北高級中學,足球,10,0,0
108,新北市,新北市立新北高級中學,直排輪,0,0,3
108,新北市,新北市立瑞芳高級工業職業學校,桌球,0,0,10
108,新北市,新北市立瑞芳高級工業職業學校,羽球,0,0,10
108,新北市,新北市立瑞芳高級工業職業學校,排球,10,0,0
108,新北市,新北市立三重高級商工職業學校,田徑,0,0,10
108,新北市,新北市立三重高級商工職業學校,籃球,10,0,0
108,新北市,新北市立新北高級工業職業學校,田徑,0,0,8
108,新北市,新北市立新北高級工業職業學校,武術,0,0,10
108,新北市,新北市立新北高級工業職業學校,羽球,0,0,10
108,新北市,新北市立新北高級工業職業學校,擊劍,0,0,10
108,新北市,新北市立海山高級中學,田徑,0,0,14
108,新北市,新北市立海山高級中學,桌球,10,0,0
108,新北市,新北市立海山高級中學,舉重,0,0,6
108,新北市,新北市立海山高級中學,手球,0,0,15
108,新北市,新北市立三重高級中學,田徑,0,0,8
108,新北市,新北市立三重高級中學,體操,0,0,5
108,新北市,新北市立三重高級中學,網球,0,0,8
108,新北市,新北市立三重高級中學,跆拳道,0,0,5
108,新北市,新北市立三重高級中學,擊劍,0,0,5
108,新北市,新北市立三重高級中學,西式划船,0,0,5
108,新北市,新北市立樹林高級中學,田徑,0,0,10
108,新北市,新北市立樹林高級中學,跆拳道,0,0,8
108,新北市,新北市立樹林高級中學,柔道,0,0,3
108,新北市,新北市立樹林高級中學,擊劍,0,0,3
108,新北市,新北市立樹林高級中學,手球,0,0,7
108,新北市,新北市立樹林高級中學,軟式網球,0,0,7
108,新北市,新北市立明德高級中學,田徑,0,0,11
108,新北市,新北市立明德高級中學,柔道,0,0,11
108,新北市,新北市立明德高級中學,射箭,0,0,11
108,新北市,新北市立明德高級中學,排球,11,0,0
108,新北市,新北市立明德高級中學,角力,0,0,11
108,新北市,新北市立明德高級中學,拳擊,0,0,11
108,新北市,新北市立秀峰高級中學,羽球,0,0,10
108,新北市,新北市立秀峰高級中學,跆拳道,0,0,6
108,新北市,新北市立秀峰高級中學,射箭,0,0,2
108,新北市,新北市立秀峰高級中學,棒球,20,0,0
108,新北市,新北市立秀峰高級中學,壘球,0,12,0
108,新北市,新北市立安康高級中學,空手道,0,0,10
108,新北市,新北市立安康高級中學,舉重,0,0,10
108,新北市,新北市立安康高級中學,角力,0,0,17
108,新北市,新北市立丹鳳高級中學,跆拳道,0,0,8
108,新北市,新北市立丹鳳高級中學,壘球,0,8,0
108,新北市,新北市立丹鳳高級中學,田徑,0,0,8
108,新北市,新北市立丹鳳高級中學,游泳,0,0,8
108,新北市,新北市立丹鳳高級中學,木球,0,0,6
108,新北市,新北市立清水高級中學,跆拳道,0,0,10
108,新北市,新北市立清水高級中學,舉重,0,0,8
108,新北市,新北市立清水高級中學,武術,0,0,8
108,新北市,新北市立清水高級中學,足球,12,0,0
108,新北市,新北市立三民高級中學,田徑,0,0,3
108,彰化縣,彰化縣立和美高級中學,武術,0,0,10
108,彰化縣,彰化縣立田中高級中學,射箭,0,0,7
108,彰化縣,彰化縣立田中高級中學,籃球,10,5,0
108,彰化縣,彰化縣立田中高級中學,武術,0,0,8
108,彰化縣,彰化縣立田中高級中學,田徑,0,0,10
108,彰化縣,彰化縣立田中高級中學,羽球,0,0,5
108,彰化縣,彰化縣立成功高級中學,田徑,0,0,10
108,彰化縣,彰化縣立成功高級中學,籃球,0,0,15
108,彰化縣,彰化縣立成功高級中學,拳擊,0,0,10
108,彰化縣,彰化縣立成功高級中學,曲棍球,0,10,0
108,南投縣,南投縣立旭光高級中學,桌球,0,0,6
108,南投縣,南投縣立旭光高級中學,網球,0,0,6
108,南投縣,南投縣立旭光高級中學,射箭,0,0,7
108,南投縣,南投縣立旭光高級中學,空手道,0,0,11
108,雲林縣,雲林縣立斗南高級中學,舉重,0,0,10
108,雲林縣,雲林縣立斗南高級中學,田徑,0,0,10
108,雲林縣,雲林縣立斗南高級中學,羽球,0,0,10
108,雲林縣,雲林縣立麥寮高級中學,田徑,0,0,10
108,雲林縣,雲林縣立麥寮高級中學,跆拳道,0,0,8
108,雲林縣,雲林縣立麥寮高級中學,棒球,15,0,0
108,雲林縣,雲林縣立麥寮高級中學,排球,12,0,0
108,嘉義縣,嘉義縣立竹崎高級中學,田徑,0,0,5
108,嘉義縣,嘉義縣立竹崎高級中學,桌球,0,0,5
108,嘉義縣,嘉義縣立竹崎高級中學,羽球,0,0,15
108,嘉義縣,嘉義縣立竹崎高級中學,跆拳道,0,0,5
108,嘉義縣,嘉義縣立永慶高級中學,角力,0,0,6
108,嘉義縣,嘉義縣立永慶高級中學,軟式網球,0,0,6
108,嘉義縣,嘉義縣立永慶高級中學,跆拳道,0,0,6
108,嘉義縣,嘉義縣立永慶高級中學,足球,0,12,0
108,高雄市,高雄市立文山高級中學,游泳,0,0,3
108,高雄市,高雄市立文山高級中學,柔道,0,0,13
108,高雄市,高雄市立文山高級中學,舉重,0,0,5
108,高雄市,高雄市立文山高級中學,劍道,0,0,3
108,高雄市,高雄市立文山高級中學,自由車,0,0,3
108,高雄市,高雄市立文山高級中學,手球,12,0,0
108,高雄市,高雄市立林園高級中學,田徑,0,0,6
108,高雄市,高雄市立林園高級中學,桌球,0,8,0
108,高雄市,高雄市立林園高級中學,自由車,0,0,9
108,高雄市,高雄市立林園高級中學,手球,0,7,0
108,高雄市,高雄市立仁武高級中學,田徑,0,0,25
108,新北市,新北市立三民高級中學,游泳,0,0,4
108,新北市,新北市立三民高級中學,網球,0,0,11
108,新北市,新北市立三民高級中學,跆拳道,0,0,7
108,新北市,新北市立三民高級中學,柔道,0,0,11
108,新北市,新北市立三民高級中學,射箭,0,0,8
108,新北市,新北市立三民高級中學,武術,0,0,6
108,新北市,新北市立三民高級中學,西式划船,0,0,5
108,新北市,新北市立三民高級中學,巧固球,0,0,5
108,新北市,新北市立錦和高級中學,柔道,0,0,12
108,新北市,新北市立錦和高級中學,籃球,5,0,0
108,新北市,新北市立錦和高級中學,手球,0,7,0
108,新北市,新北市立錦和高級中學,田徑,0,0,14
108,新北市,新北市立竹圍高級中學,網球,0,0,1
108,新北市,新北市立竹圍高級中學,柔道,0,0,15
108,新北市,新北市立竹圍高級中學,橄欖球,16,0,0
108,新北市,新北市立竹圍高級中學,角力,0,0,13
108,新北市,新北市立鶯歌高級工商職業學校,棒球,18,0,0
108,新北市,新北市立鶯歌高級工商職業學校,排球,0,6,0
108,新北市,新北市立鶯歌高級工商職業學校,拳擊,0,0,8
108,宜蘭縣,宜蘭縣立南澳高級中學,籃球,0,0,15
108,宜蘭縣,宜蘭縣立南澳高級中學,柔道,0,0,5
108,宜蘭縣,宜蘭縣立南澳高級中學,射箭,0,0,5
108,宜蘭縣,宜蘭縣立南澳高級中學,田徑,0,0,5
108,桃園市,桃園市立桃園高級中學,田徑,10,10,0
108,桃園市,桃園市立桃園高級中學,游泳,5,5,0
108,桃園市,桃園市立楊梅高級中學,田徑,0,0,10
108,桃園市,桃園市立楊梅高級中學,游泳,0,0,6
108,桃園市,桃園市立楊梅高級中學,跆拳道,0,0,6
108,桃園市,桃園市立楊梅高級中學,柔道,0,0,4
108,桃園市,桃園市立楊梅高級中學,角力,0,0,4
108,桃園市,桃園市立南崁高級中學,壘球,0,6,0
108,桃園市,桃園市立南崁高級中學,手球,8,0,0
108,桃園市,桃園市立南崁高級中學,合球,0,0,8
108,桃園市,桃園市立南崁高級中學,射擊,0,0,8
108,桃園市,桃園市立大溪高級中學,棒球,8,0,0
108,桃園市,桃園市立大溪高級中學,高爾夫球,0,0,2
108,桃園市,桃園市立大溪高級中學,排球,6,0,0
108,桃園市,桃園市立大溪高級中學,輕艇,0,0,5
108,桃園市,桃園市立大溪高級中學,巧固球,4,0,0
108,桃園市,桃園市立壽山高級中學,籃球,0,11,0
108,桃園市,桃園市立壽山高級中學,棒球,15,0,0
108,桃園市,桃園市立壽山高級中學,桌球,8,0,0
108,桃園市,桃園市立壽山高級中學,柔道,8,4,0
108,桃園市,桃園市立壽山高級中學,舉重,0,0,4
108,桃園市,桃園市立壽山高級中學,拔河,10,0,0
108,桃園市,桃園市立平鎮高級中學,田徑,0,0,12
108,桃園市,桃園市立平鎮高級中學,跆拳道,0,0,14
108,桃園市,桃園市立平鎮高級中學,射箭,0,0,3
108,桃園市,桃園市立平鎮高級中學,棒球,26,0,0
108,桃園市,桃園市立平鎮高級中學,射擊,0,0,3
108,桃園市,桃園市立觀音高級中學,柔道,0,0,15
108,桃園市,桃園市立觀音高級中學,桌球,0,10,0
108,桃園市,桃園市立觀音高級中學,羽球,0,0,15
108,桃園市,桃園市立新屋高級中等學校,擊劍,0,0,4
108,桃園市,桃園市立新屋高級中等學校,壘球,0,10,0
